id,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021
133,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59,1.59
134,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16
135,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41,1.41
136,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89,6.89
137,7.29,7.29,7.29,7.29,7.01,7.01,7.01,7.01,7.01,7.01,7.01
138,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09,5.09
139,6.37,6.37,6.37,6.37,6.38,6.38,6.38,6.38,6.38,6.38,6.38
140,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.45,10.45
141,6.81,6.81,6.81,6.81,6.79,6.79,6.79,6.79,6.79,6.79,6.79
142,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42,4.42
143,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93,2.93
144,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46
145,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
146,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34,4.34
147,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55,4.55
148,5.97,5.97,5.97,5.97,5.97,5.97,5.97,5.97,5.97,5.97,5.97
149,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76,2.76
150,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58,5.58
151,5.35,5.35,5.35,5.35,5.35,5.35,5.35,5.35,5.35,5.35,5.35
152,5.91,5.91,5.91,5.91,5.94,5.94,5.94,5.94,5.94,5.94,5.94
153,8.13,8.13,8.13,8.13,8.13,8.13,8.13,8.13,8.13,8.13,8.13
154,7.31,7.31,7.31,7.31,7.3,7.3,7.3,7.3,7.3,7.3,7.3
155,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46,12.46
156,11.17,11.17,11.17,11.17,11.17,11.17,11.17,11.17,11.17,11.17,11.17
157,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72,5.72
158,12.21,12.21,12.21,12.21,12.31,12.31,12.31,12.31,12.31,12.31,12.31
159,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89
160,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76,7.76
161,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94,2.94
162,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68,3.68
163,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74
164,6.42,6.42,6.42,6.42,6.42,6.42,6.42,6.42,6.42,6.42,6.42
165,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81,1.81
166,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51
167,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84
168,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28,2.28
169,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45
170,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75
171,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86,2.86
172,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42,9.42
173,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8
174,31.79,31.79,31.79,31.79,31.78,31.78,31.78,31.78,31.78,31.78,31.78
175,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21
176,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69
177,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07,5.07
178,20.22,20.22,20.22,20.22,20.25,20.25,20.25,20.25,20.25,20.25,20.25
179,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02,5.02
180,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99
181,10.21,10.21,10.21,10.21,10.21,10.21,10.21,10.21,10.21,10.21,10.21
182,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18
183,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23
184,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34
185,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
186,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35,6.35
187,1.57,1.57,1.57,1.57,1.58,1.58,1.58,1.58,1.58,1.58,1.58
188,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63,3.63
189,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82
190,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65
191,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25,4.25
192,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9
193,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05
194,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36
195,11.17,11.17,11.17,11.17,10.87,10.87,10.87,10.87,10.87,10.87,10.87
196,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65,9.65
197,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18,3.18
198,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19,3.19
199,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84
200,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
201,8.19,8.19,8.19,8.19,8.23,8.23,8.23,8.23,8.23,8.23,8.23
202,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55
203,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21,5.21
204,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
205,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53,3.53
206,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
207,5.08,5.08,5.08,5.08,5.07,5.07,5.07,5.07,5.07,5.07,5.07
208,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12,5.12
209,8.38,8.38,8.38,8.38,8.38,8.38,8.38,8.38,8.38,8.38,8.38
210,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74,1.74
211,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51,5.51
212,5.34,5.34,5.34,5.34,5.34,5.34,5.34,5.34,5.34,5.34,5.34
213,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23,3.23
215,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02,3.02
216,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06,2.06
217,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18,4.18
218,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14
219,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22,11.22
220,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3
221,4.23,4.23,4.23,4.23,4.23,4.23,4.23,4.23,4.23,4.23,4.23
222,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12
223,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92,2.92
224,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85,3.85
225,13.12,13.12,13.12,13.12,13.13,13.13,13.13,13.13,13.13,13.13,13.13
226,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16
227,5.93,5.93,5.93,5.93,5.93,5.93,5.93,5.93,5.93,5.93,5.93
228,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29,8.29
229,13.46,13.46,13.46,13.46,13.46,13.46,13.46,13.46,13.46,13.46,13.46
230,2.78,2.78,2.78,2.78,2.75,2.75,2.75,2.75,2.75,2.75,2.75
231,12.22,12.22,12.22,12.22,12.47,12.47,12.47,12.47,12.47,12.47,12.47
232,4.68,4.68,4.68,4.68,4.69,4.69,4.69,4.69,4.69,4.69,4.69
233,6.62,6.62,6.62,6.62,6.62,6.62,6.62,6.62,6.62,6.62,6.62
234,12.94,12.94,12.94,12.94,12.95,12.95,12.95,12.95,12.95,12.95,12.95
235,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92,4.92
236,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19,7.19
237,9.56,9.56,9.56,9.56,9.56,9.56,9.56,9.56,9.56,9.56,9.56
238,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
240,3.92,3.92,3.92,3.92,3.94,3.94,3.94,3.94,3.94,3.94,3.94
241,5.69,5.69,5.69,5.69,5.69,5.69,5.69,5.69,5.69,5.69,5.69
242,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79
243,5.43,5.43,5.43,5.43,5.43,5.43,5.43,5.43,5.43,5.43,5.43
244,6.94,6.94,6.94,6.94,6.94,6.94,6.94,6.94,6.94,6.94,6.94
245,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76
246,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85,2.85
247,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
248,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62
249,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28
250,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
251,3,3,3,3,3,3,3,3,3,3,3
252,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46,2.46
253,6.47,6.47,6.47,6.47,6.43,6.43,6.43,6.43,6.43,6.43,6.43
254,14.15,14.15,14.15,14.15,14.15,14.15,14.15,14.15,14.15,14.15,14.15
255,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74,4.74
256,40.97,40.97,40.97,40.97,40.98,40.98,40.98,40.98,40.98,40.98,40.98
257,11.96,11.96,11.96,11.96,11.91,11.91,11.91,11.91,11.91,11.91,11.91
258,8.27,8.27,8.27,8.27,8.27,8.27,8.27,8.27,8.27,8.27,8.27
259,4.11,4.11,4.11,4.11,4.11,4.11,4.11,4.11,4.11,4.11,4.11
260,14.05,14.05,14.05,14.05,14.05,14.05,14.05,14.05,14.05,14.05,14.05
261,5.43,5.43,5.43,5.43,5.43,5.43,5.43,5.43,5.43,5.43,5.43
262,10.12,10.12,10.12,10.12,10.12,10.12,10.12,10.12,10.12,10.12,10.12
263,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31,6.31
264,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
265,2.76,2.76,2.76,2.76,2.77,2.77,2.77,2.77,2.77,2.77,2.77
266,18.71,18.71,18.71,18.71,18.71,18.71,18.71,18.71,18.71,18.71,18.71
267,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89,19.89
268,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57,2.57
269,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57
270,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
271,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69
272,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27,5.27
273,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05
274,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21,1.21
275,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91
276,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1
277,9.21,9.21,9.21,9.21,9.19,9.19,9.19,9.19,9.19,9.19,9.19
278,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73,1.73
279,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18
280,9.16,9.16,9.16,9.16,9.16,9.16,9.16,9.16,9.16,9.16,9.16
281,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87
282,3.48,3.48,3.48,3.48,3.49,3.49,3.49,3.49,3.49,3.49,3.49
283,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35
284,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52,9.52
285,27.61,27.61,27.61,27.61,27.65,27.65,27.65,27.65,27.65,27.65,27.65
286,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4,16.4
287,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4,15.4
288,5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75,5.75
289,12.57,12.57,12.57,12.57,12.59,12.59,12.59,12.59,12.59,12.59,12.59
290,8.42,8.42,8.42,8.42,8.43,8.43,8.43,8.43,8.43,8.43,8.43
291,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47,1.47
292,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05
293,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
294,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72
295,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06,1.06
296,7.41,7.41,7.41,7.41,7.41,7.41,7.41,7.41,7.41,7.41,7.41
297,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04
298,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53
299,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.79,4.79
300,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69,4.69
301,5.31,5.31,5.31,5.31,5.31,5.31,5.31,5.31,5.31,5.31,5.31
302,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72,3.72
303,2,2,2,2,2,2,2,2,2,2,2
304,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66
305,3,3,3,3,3,3,3,3,3,3,3
306,6.81,6.81,6.81,6.81,6.79,6.79,6.79,6.79,6.79,6.79,6.79
307,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16,5.16
308,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41
